* Project:       hupsel
* File content:  specified output data of SWAP
* File name:     hupselbrook/rswap/result_output_tz.csv
* Model version: Swap 4.2.0
* Generated at:  2023-04-21 10:03:40
*,(cm),(cm),(cm3/cm3),(g/cm3 w)
DATE,DEPTH,H,WC,CONC
2002-11-30,-5.500,-8.21765E+01, 2.61880E-01, 1.03563E-01
2002-11-30,-6.500,-8.12504E+01, 2.62962E-01, 1.18935E-01
2002-11-30,-7.500,-8.03457E+01, 2.64032E-01, 1.36092E-01
2002-11-30,-8.500,-7.94610E+01, 2.65091E-01, 1.55217E-01
2002-11-30,-9.500,-7.85949E+01, 2.66139E-01, 1.76494E-01
2002-11-30,-12.500,-7.60369E+01, 2.69303E-01, 2.47269E-01
2002-11-30,-17.500,-7.21113E+01, 2.74372E-01, 4.53049E-01
2002-11-30,-22.500,-6.83417E+01, 2.79496E-01, 7.90828E-01
2002-11-30,-27.500,-6.45913E+01, 2.84865E-01, 1.31254E+00
2002-11-30,-32.500,-6.03660E+01, 2.44571E-01, 2.05442E+00
2002-11-30,-37.500,-5.58723E+01, 2.54745E-01, 3.20366E+00
2002-11-30,-42.500,-5.12651E+01, 2.65824E-01, 4.93079E+00
2002-11-30,-47.500,-4.65560E+01, 2.77806E-01, 7.43001E+00
2002-11-30,-52.500,-4.17619E+01, 2.90623E-01, 1.08830E+01
2002-11-30,-57.500,-3.69011E+01, 3.04124E-01, 1.54047E+01
2002-11-30,-65.000,-2.95247E+01, 3.25058E-01, 2.38962E+01
2002-11-30,-75.000,-1.95837E+01, 3.51875E-01, 3.18241E+01
2002-11-30,-85.000,-9.59656E+00, 3.72332E-01, 2.84961E+01
2002-11-30,-95.000, 4.03442E-01, 3.80000E-01, 1.72753E+01
2002-11-30,-105.000, 1.04034E+01, 3.80000E-01, 7.70288E+00
2002-11-30,-115.000, 2.04034E+01, 3.80000E-01, 2.76307E+00
2002-11-30,-125.000, 3.04034E+01, 3.80000E-01, 7.86471E-01
2002-11-30,-135.000, 4.04034E+01, 3.80000E-01, 1.75439E-01
2002-11-30,-145.000, 5.04034E+01, 3.80000E-01, 3.25518E-02
2002-11-30,-155.000, 6.04034E+01, 3.80000E-01, 5.10918E-03
2002-11-30,-165.000, 7.04034E+01, 3.80000E-01, 6.01742E-04
2002-11-30,-175.000, 8.04034E+01, 3.80000E-01, 4.97815E-05
2002-11-30,-185.000, 9.04034E+01, 3.80000E-01, 2.58172E-06
2002-11-30,-195.000, 1.00403E+02, 3.80000E-01, 6.31740E-08
2002-12-31,-.500,-3.63204E+01, 3.36131E-01, 1.03675E-02
2002-12-31,-1.500,-3.53205E+01, 3.38354E-01, 1.22342E-02
2002-12-31,-2.500,-3.43449E+01, 3.40553E-01, 1.44077E-02
2002-12-31,-3.500,-3.33917E+01, 3.42729E-01, 1.68803E-02
2002-12-31,-4.500,-3.24591E+01, 3.44885E-01, 1.96868E-02
2002-12-31,-5.500,-3.15455E+01, 3.47022E-01, 2.28655E-02
2002-12-31,-6.500,-3.06492E+01, 3.49143E-01, 2.64576E-02
2002-12-31,-7.500,-2.97686E+01, 3.51250E-01, 3.05074E-02
2002-12-31,-8.500,-2.89025E+01, 3.53343E-01, 3.50615E-02
2002-12-31,-9.500,-2.80494E+01, 3.55426E-01, 4.01697E-02
2002-12-31,-12.500,-2.55025E+01, 3.61760E-01, 5.73130E-02
2002-12-31,-17.500,-2.14918E+01, 3.72042E-01, 1.11558E-01
2002-12-31,-22.500,-1.75621E+01, 3.82359E-01, 2.09902E-01
2002-12-31,-27.500,-1.36133E+01, 3.92741E-01, 3.83595E-01
2002-12-31,-32.500,-9.13881E+00, 3.73008E-01, 6.83219E-01
2002-12-31,-37.500,-4.47027E+00, 3.78228E-01, 1.21173E+00
2002-12-31,-42.500, 2.52423E-01, 3.80000E-01, 2.12142E+00
2002-12-31,-47.500, 5.00639E+00, 3.80000E-01, 3.64244E+00
2002-12-31,-52.500, 9.76829E+00, 3.80000E-01, 6.04450E+00
2002-12-31,-57.500, 1.45381E+01, 3.80000E-01, 9.61503E+00
2002-12-31,-65.000, 2.17048E+01, 3.80000E-01, 1.70837E+01
2002-12-31,-75.000, 3.12921E+01, 3.80000E-01, 2.75132E+01
2002-12-31,-85.000, 4.09111E+01, 3.80000E-01, 2.87238E+01
2002-12-31,-95.000, 5.05619E+01, 3.80000E-01, 2.01232E+01
2002-12-31,-105.000, 6.02445E+01, 3.80000E-01, 1.02436E+01
2002-12-31,-115.000, 6.99588E+01, 3.80000E-01, 4.06385E+00
2002-12-31,-125.000, 7.97048E+01, 3.80000E-01, 1.27778E+00
2002-12-31,-135.000, 8.94826E+01, 3.80000E-01, 3.16332E-01
2002-12-31,-145.000, 9.92921E+01, 3.80000E-01, 6.27256E-02
2002-12-31,-155.000, 1.09133E+02, 3.80000E-01, 1.01334E-02
2002-12-31,-165.000, 1.19006E+02, 3.80000E-01, 1.26911E-03
2002-12-31,-175.000, 1.28911E+02, 3.80000E-01, 1.13390E-04
2002-12-31,-185.000, 1.38848E+02, 3.80000E-01, 6.37855E-06
2002-12-31,-195.000, 1.48816E+02, 3.80000E-01, 1.69457E-07
2003-01-31,-.500,-5.15673E+01, 3.05887E-01, 2.85368E-03
2003-01-31,-1.500,-5.05645E+01, 3.07676E-01, 3.39691E-03
2003-01-31,-2.500,-4.95844E+01, 3.09450E-01, 4.01705E-03
2003-01-31,-3.500,-4.86254E+01, 3.11211E-01, 4.71360E-03
2003-01-31,-4.500,-4.76862E+01, 3.12960E-01, 5.49846E-03
2003-01-31,-5.500,-4.67655E+01, 3.14698E-01, 6.38243E-03
2003-01-31,-6.500,-4.58618E+01, 3.16426E-01, 7.37689E-03
2003-01-31,-7.500,-4.49739E+01, 3.18147E-01, 8.49386E-03
2003-01-31,-8.500,-4.41006E+01, 3.19862E-01, 9.74596E-03
2003-01-31,-9.500,-4.32406E+01, 3.21572E-01, 1.11462E-02
2003-01-31,-12.500,-4.06805E+01, 3.26790E-01, 1.58311E-02
2003-01-31,-17.500,-3.66607E+01, 3.35381E-01, 3.02891E-02
2003-01-31,-22.500,-3.27469E+01, 3.44217E-01, 5.59643E-02
2003-01-31,-27.500,-2.88472E+01, 3.53478E-01, 1.00291E-01
2003-01-31,-32.500,-2.43563E+01, 3.39437E-01, 1.75372E-01
2003-01-31,-37.500,-1.96814E+01, 3.51633E-01, 3.06182E-01
2003-01-31,-42.500,-1.49601E+01, 3.62538E-01, 5.30274E-01
2003-01-31,-47.500,-1.01937E+01, 3.71408E-01, 9.04131E-01
2003-01-31,-52.500,-5.38567E+00, 3.77460E-01, 1.50702E+00
2003-01-31,-57.500,-5.40569E-01, 3.79971E-01, 2.43287E+00
2003-01-31,-65.000, 6.75717E+00, 3.80000E-01, 4.44918E+00
2003-01-31,-75.000, 1.65102E+01, 3.80000E-01, 9.78310E+00
2003-01-31,-85.000, 2.62822E+01, 3.80000E-01, 1.68351E+01
2003-01-31,-95.000, 3.60733E+01, 3.80000E-01, 2.15263E+01
2003-01-31,-105.000, 4.58833E+01, 3.80000E-01, 2.04725E+01
2003-01-31,-115.000, 5.57123E+01, 3.80000E-01, 1.47233E+01
2003-01-31,-125.000, 6.55603E+01, 3.80000E-01, 8.12500E+00
2003-01-31,-135.000, 7.54274E+01, 3.80000E-01, 3.46454E+00
2003-01-31,-145.000, 8.53134E+01, 3.80000E-01, 1.13872E+00
2003-01-31,-155.000, 9.52184E+01, 3.80000E-01, 2.84812E-01
2003-01-31,-165.000, 1.05142E+02, 3.80000E-01, 5.27671E-02
2003-01-31,-175.000, 1.15085E+02, 3.80000E-01, 6.87493E-03
2003-01-31,-185.000, 1.25047E+02, 3.80000E-01, 5.65791E-04
2003-01-31,-195.000, 1.35028E+02, 3.80000E-01, 2.22227E-05
2003-02-28,-.500,-8.27915E+01, 2.61167E-01, 7.06807E-03
2003-02-28,-1.500,-8.15418E+01, 2.62620E-01, 6.13297E-03
2003-02-28,-2.500,-8.03031E+01, 2.64083E-01, 5.67126E-03
2003-02-28,-3.500,-7.90749E+01, 2.65556E-01, 5.56592E-03
2003-02-28,-4.500,-7.78571E+01, 2.67041E-01, 5.73292E-03
2003-02-28,-5.500,-7.66491E+01, 2.68536E-01, 6.11299E-03
2003-02-28,-6.500,-7.54506E+01, 2.70043E-01, 6.66581E-03
2003-02-28,-7.500,-7.42613E+01, 2.71563E-01, 7.36579E-03
2003-02-28,-8.500,-7.30808E+01, 2.73095E-01, 8.19910E-03
2003-02-28,-9.500,-7.19089E+01, 2.74640E-01, 9.16140E-03
2003-02-28,-12.500,-6.84346E+01, 2.79367E-01, 1.24451E-02
2003-02-28,-17.500,-6.28025E+01, 2.87526E-01, 2.18927E-02
2003-02-28,-22.500,-5.73213E+01, 2.96113E-01, 3.79809E-02
2003-02-28,-27.500,-5.19631E+01, 3.05188E-01, 6.47933E-02
2003-02-28,-32.500,-4.68129E+01, 2.77137E-01, 1.09315E-01
2003-02-28,-37.500,-4.17423E+01, 2.90677E-01, 1.80941E-01
2003-02-28,-42.500,-3.67022E+01, 3.04685E-01, 2.96625E-01
2003-02-28,-47.500,-3.16823E+01, 3.18932E-01, 4.79656E-01
2003-02-28,-52.500,-2.66751E+01, 3.33062E-01, 7.61552E-01
2003-02-28,-57.500,-2.16754E+01, 3.46563E-01, 1.17935E+00
2003-02-28,-65.000,-1.41811E+01, 3.64154E-01, 2.05614E+00
2003-02-28,-75.000,-4.19258E+00, 3.78435E-01, 4.79797E+00
2003-02-28,-85.000, 5.79760E+00, 3.80000E-01, 9.73100E+00
2003-02-28,-95.000, 1.57895E+01, 3.80000E-01, 1.55587E+01
2003-02-28,-105.000, 2.57820E+01, 3.80000E-01, 1.90304E+01
2003-02-28,-115.000, 3.57754E+01, 3.80000E-01, 1.78110E+01
2003-02-28,-125.000, 4.57695E+01, 3.80000E-01, 1.28219E+01
2003-02-28,-135.000, 5.57643E+01, 3.80000E-01, 7.11449E+00
2003-02-28,-145.000, 6.57598E+01, 3.80000E-01, 3.02811E+00
2003-02-28,-155.000, 7.57561E+01, 3.80000E-01, 9.74307E-01
2003-02-28,-165.000, 8.57532E+01, 3.80000E-01, 2.30203E-01
2003-02-28,-175.000, 9.57510E+01, 3.80000E-01, 3.78401E-02
2003-02-28,-185.000, 1.05749E+02, 3.80000E-01, 3.88302E-03
2003-02-28,-195.000, 1.15749E+02, 3.80000E-01, 1.88122E-04
2003-03-31,-.500,-8.60383E+01, 2.57498E-01, 1.06796E-02
2003-03-31,-1.500,-8.47401E+01, 2.58948E-01, 9.14045E-03
2003-03-31,-2.500,-8.34534E+01, 2.60407E-01, 8.22400E-03
2003-03-31,-3.500,-8.21777E+01, 2.61878E-01, 7.77618E-03
2003-03-31,-4.500,-8.09126E+01, 2.63360E-01, 7.68524E-03
2003-03-31,-5.500,-7.96579E+01, 2.64854E-01, 7.87113E-03
2003-03-31,-6.500,-7.84133E+01, 2.66360E-01, 8.27775E-03
2003-03-31,-7.500,-7.71783E+01, 2.67878E-01, 8.86716E-03
2003-03-31,-8.500,-7.59527E+01, 2.69409E-01, 9.61519E-03
2003-03-31,-9.500,-7.47362E+01, 2.70953E-01, 1.05082E-02
2003-03-31,-12.500,-7.11348E+01, 2.75674E-01, 1.36053E-02
2003-03-31,-17.500,-6.53007E+01, 2.83828E-01, 2.23522E-02
2003-03-31,-22.500,-5.96369E+01, 2.92403E-01, 3.66898E-02
2003-03-31,-27.500,-5.41172E+01, 3.01454E-01, 5.98428E-02
2003-03-31,-32.500,-4.88811E+01, 2.71810E-01, 9.74597E-02
2003-03-31,-37.500,-4.37570E+01, 2.85220E-01, 1.57404E-01
2003-03-31,-42.500,-3.86749E+01, 2.99150E-01, 2.54399E-01
2003-03-31,-47.500,-3.36226E+01, 3.13411E-01, 4.07693E-01
2003-03-31,-52.500,-2.85907E+01, 3.27696E-01, 6.43503E-01
2003-03-31,-57.500,-2.35723E+01, 3.41552E-01, 9.93229E-01
2003-03-31,-65.000,-1.60589E+01, 3.60162E-01, 1.72806E+00
2003-03-31,-75.000,-6.05542E+00, 3.76816E-01, 4.03363E+00
2003-03-31,-85.000, 3.94458E+00, 3.80000E-01, 8.37950E+00
2003-03-31,-95.000, 1.39446E+01, 3.80000E-01, 1.40261E+01
2003-03-31,-105.000, 2.39446E+01, 3.80000E-01, 1.81105E+01
2003-03-31,-115.000, 3.39446E+01, 3.80000E-01, 1.79591E+01
2003-03-31,-125.000, 4.39446E+01, 3.80000E-01, 1.37184E+01
2003-03-31,-135.000, 5.39446E+01, 3.80000E-01, 8.07910E+00
2003-03-31,-145.000, 6.39446E+01, 3.80000E-01, 3.64822E+00
2003-03-31,-155.000, 7.39446E+01, 3.80000E-01, 1.24434E+00
2003-03-31,-165.000, 8.39446E+01, 3.80000E-01, 3.11300E-01
2003-03-31,-175.000, 9.39446E+01, 3.80000E-01, 5.40992E-02
2003-03-31,-185.000, 1.03945E+02, 3.80000E-01, 5.85853E-03
2003-03-31,-195.000, 1.13945E+02, 3.80000E-01, 2.98930E-04
2003-04-30,-.500,-4.10189E+01, 3.26090E-01, 2.25271E-03
2003-04-30,-1.500,-4.11750E+01, 3.25767E-01, 2.70610E-03
2003-04-30,-2.500,-4.13200E+01, 3.25469E-01, 3.20662E-03
2003-04-30,-3.500,-4.14519E+01, 3.25198E-01, 3.75498E-03
2003-04-30,-4.500,-4.15691E+01, 3.24957E-01, 4.35141E-03
2003-04-30,-5.500,-4.16698E+01, 3.24751E-01, 4.99612E-03
2003-04-30,-6.500,-4.17525E+01, 3.24582E-01, 5.68966E-03
2003-04-30,-7.500,-4.18155E+01, 3.24453E-01, 6.43321E-03
2003-04-30,-8.500,-4.18572E+01, 3.24368E-01, 7.22893E-03
2003-04-30,-9.500,-4.18763E+01, 3.24329E-01, 8.08032E-03
2003-04-30,-12.500,-4.18615E+01, 3.24359E-01, 1.08165E-02
2003-04-30,-17.500,-4.11545E+01, 3.25810E-01, 1.77009E-02
2003-04-30,-22.500,-3.97271E+01, 3.28784E-01, 2.87314E-02
2003-04-30,-27.500,-3.76418E+01, 3.33239E-01, 4.65567E-02
2003-04-30,-32.500,-3.38424E+01, 3.12786E-01, 7.48060E-02
2003-04-30,-37.500,-2.94618E+01, 3.25236E-01, 1.22097E-01
2003-04-30,-42.500,-2.48954E+01, 3.37969E-01, 2.00018E-01
2003-04-30,-47.500,-2.01978E+01, 3.50342E-01, 3.26103E-01
2003-04-30,-52.500,-1.54089E+01, 3.61581E-01, 5.25620E-01
2003-04-30,-57.500,-1.05581E+01, 3.70822E-01, 8.31712E-01
2003-04-30,-65.000,-3.20854E+00, 3.79069E-01, 1.50573E+00
2003-04-30,-75.000, 6.64551E+00, 3.80000E-01, 3.63194E+00
2003-04-30,-85.000, 1.65210E+01, 3.80000E-01, 7.73183E+00
2003-04-30,-95.000, 2.64069E+01, 3.80000E-01, 1.32433E+01
2003-04-30,-105.000, 3.63031E+01, 3.80000E-01, 1.75735E+01
2003-04-30,-115.000, 4.62098E+01, 3.80000E-01, 1.79461E+01
2003-04-30,-125.000, 5.61268E+01, 3.80000E-01, 1.41296E+01
2003-04-30,-135.000, 6.60541E+01, 3.80000E-01, 8.57876E+00
2003-04-30,-145.000, 7.59919E+01, 3.80000E-01, 3.99320E+00
2003-04-30,-155.000, 8.59400E+01, 3.80000E-01, 1.40348E+00
2003-04-30,-165.000, 9.58985E+01, 3.80000E-01, 3.61616E-01
2003-04-30,-175.000, 1.05867E+02, 3.80000E-01, 6.46791E-02
2003-04-30,-185.000, 1.15847E+02, 3.80000E-01, 7.20283E-03
2003-04-30,-195.000, 1.25836E+02, 3.80000E-01, 3.77589E-04
2003-05-31,-.500,-6.65114E+01, 2.82082E-01, 1.15019E-03
2003-05-31,-1.500,-6.52430E+01, 2.83912E-01, 1.01266E-03
2003-05-31,-2.500,-6.40048E+01, 2.85730E-01, 9.56569E-04
2003-05-31,-3.500,-6.27948E+01, 2.87537E-01, 9.60006E-04
2003-05-31,-4.500,-6.16113E+01, 2.89335E-01, 1.01274E-03
2003-05-31,-5.500,-6.04526E+01, 2.91125E-01, 1.10667E-03
2003-05-31,-6.500,-5.93169E+01, 2.92908E-01, 1.23442E-03
2003-05-31,-7.500,-5.82029E+01, 2.94686E-01, 1.39135E-03
2003-05-31,-8.500,-5.71089E+01, 2.96459E-01, 1.57602E-03
2003-05-31,-9.500,-5.60337E+01, 2.98229E-01, 1.79070E-03
2003-05-31,-12.500,-5.28670E+01, 3.03607E-01, 2.54075E-03
2003-05-31,-17.500,-4.79270E+01, 3.12509E-01, 4.57005E-03
2003-05-31,-22.500,-4.32141E+01, 3.21625E-01, 7.80076E-03
2003-05-31,-27.500,-3.86366E+01, 3.31097E-01, 1.30564E-02
2003-05-31,-32.500,-3.38873E+01, 3.12659E-01, 2.15797E-02
2003-05-31,-37.500,-2.90803E+01, 3.26315E-01, 3.53934E-02
2003-05-31,-42.500,-2.42656E+01, 3.39683E-01, 5.78978E-02
2003-05-31,-47.500,-1.94340E+01, 3.52245E-01, 9.41741E-02
2003-05-31,-52.500,-1.45809E+01, 3.63332E-01, 1.51744E-01
2003-05-31,-57.500,-9.70534E+00, 3.72167E-01, 2.40788E-01
2003-05-31,-65.000,-2.34887E+00, 3.79492E-01, 4.37811E-01
2003-05-31,-75.000, 7.49710E+00, 3.80000E-01, 1.13320E+00
2003-05-31,-85.000, 1.73628E+01, 3.80000E-01, 2.79298E+00
2003-05-31,-95.000, 2.72397E+01, 3.80000E-01, 5.98526E+00
2003-05-31,-105.000, 3.71278E+01, 3.80000E-01, 1.04561E+01
2003-05-31,-115.000, 4.70271E+01, 3.80000E-01, 1.44509E+01
2003-05-31,-125.000, 5.69376E+01, 3.80000E-01, 1.56093E+01
2003-05-31,-135.000, 6.68593E+01, 3.80000E-01, 1.30784E+01
2003-05-31,-145.000, 7.67921E+01, 3.80000E-01, 8.41314E+00
2003-05-31,-155.000, 8.67362E+01, 3.80000E-01, 4.08158E+00
2003-05-31,-165.000, 9.66914E+01, 3.80000E-01, 1.44730E+00
2003-05-31,-175.000, 1.06658E+02, 3.80000E-01, 3.54673E-01
2003-05-31,-185.000, 1.16635E+02, 3.80000E-01, 5.38048E-02
2003-05-31,-195.000, 1.26624E+02, 3.80000E-01, 3.81597E-03
2003-06-30,-.500,-1.06714E+02, 2.37192E-01, 3.09246E-03
2003-06-30,-1.500,-1.09030E+02, 2.35200E-01, 3.70849E-03
2003-06-30,-2.500,-1.11152E+02, 2.33416E-01, 4.37454E-03
2003-06-30,-3.500,-1.13026E+02, 2.31875E-01, 5.08703E-03
2003-06-30,-4.500,-1.14606E+02, 2.30599E-01, 5.84906E-03
2003-06-30,-5.500,-1.15852E+02, 2.29607E-01, 6.67263E-03
2003-06-30,-6.500,-1.16737E+02, 2.28910E-01, 7.57499E-03
2003-06-30,-7.500,-1.17240E+02, 2.28516E-01, 8.56824E-03
2003-06-30,-8.500,-1.17358E+02, 2.28425E-01, 9.64934E-03
2003-06-30,-9.500,-1.17095E+02, 2.28630E-01, 1.07936E-02
2003-06-30,-12.500,-1.15201E+02, 2.30123E-01, 1.41152E-02
2003-06-30,-17.500,-1.05389E+02, 2.38355E-01, 2.03704E-02
2003-06-30,-22.500,-9.33437E+01, 2.49758E-01, 2.84159E-02
2003-06-30,-27.500,-8.15974E+01, 2.62555E-01, 3.91948E-02
2003-06-30,-32.500,-7.23717E+01, 2.20387E-01, 5.40929E-02
2003-06-30,-37.500,-6.47112E+01, 2.35326E-01, 7.17753E-02
2003-06-30,-42.500,-5.78531E+01, 2.50183E-01, 9.61518E-02
2003-06-30,-47.500,-5.15936E+01, 2.65013E-01, 1.31113E-01
2003-06-30,-52.500,-4.57607E+01, 2.79892E-01, 1.80916E-01
2003-06-30,-57.500,-4.02209E+01, 2.94857E-01, 2.50956E-01
2003-06-30,-65.000,-3.22531E+01, 3.17308E-01, 4.02118E-01
2003-06-30,-75.000,-2.20235E+01, 3.45656E-01, 8.89997E-01
2003-06-30,-85.000,-1.19649E+01, 3.68408E-01, 2.13545E+00
2003-06-30,-95.000,-1.95930E+00, 3.79643E-01, 4.78300E+00
2003-06-30,-105.000, 8.04070E+00, 3.80000E-01, 8.85327E+00
2003-06-30,-115.000, 1.80407E+01, 3.80000E-01, 1.30612E+01
2003-06-30,-125.000, 2.80407E+01, 3.80000E-01, 1.51218E+01
2003-06-30,-135.000, 3.80407E+01, 3.80000E-01, 1.36090E+01
2003-06-30,-145.000, 4.80407E+01, 3.80000E-01, 9.41257E+00
2003-06-30,-155.000, 5.80407E+01, 3.80000E-01, 4.91124E+00
2003-06-30,-165.000, 6.80407E+01, 3.80000E-01, 1.87277E+00
2003-06-30,-175.000, 7.80407E+01, 3.80000E-01, 4.93328E-01
2003-06-30,-185.000, 8.80407E+01, 3.80000E-01, 8.03941E-02
2003-06-30,-195.000, 9.80407E+01, 3.80000E-01, 6.11965E-03
2003-07-31,-.500,-1.25468E+02, 2.22359E-01, 3.23773E-03
2003-07-31,-1.500,-1.24093E+02, 2.23353E-01, 3.50184E-03
2003-07-31,-2.500,-1.22735E+02, 2.24349E-01, 4.11651E-03
2003-07-31,-3.500,-1.21397E+02, 2.25343E-01, 4.84865E-03
2003-07-31,-4.500,-1.20079E+02, 2.26334E-01, 5.68117E-03
2003-07-31,-5.500,-1.18782E+02, 2.27324E-01, 6.63262E-03
2003-07-31,-6.500,-1.17504E+02, 2.28311E-01, 7.72001E-03
2003-07-31,-7.500,-1.16244E+02, 2.29298E-01, 8.96236E-03
2003-07-31,-8.500,-1.14997E+02, 2.30286E-01, 1.03734E-02
2003-07-31,-9.500,-1.13762E+02, 2.31278E-01, 1.19751E-02
2003-07-31,-12.500,-1.10094E+02, 2.34301E-01, 1.74063E-02
2003-07-31,-17.500,-1.03875E+02, 2.39705E-01, 3.36557E-02
2003-07-31,-22.500,-9.72259E+01, 2.45910E-01, 5.96420E-02
2003-07-31,-27.500,-9.01059E+01, 2.53104E-01, 9.27317E-02
2003-07-31,-32.500,-8.31022E+01, 2.02127E-01, 1.30851E-01
2003-07-31,-37.500,-7.65113E+01, 2.12994E-01, 1.64782E-01
2003-07-31,-42.500,-7.02146E+01, 2.24424E-01, 1.97610E-01
2003-07-31,-47.500,-6.42303E+01, 2.36321E-01, 2.35681E-01
2003-07-31,-52.500,-5.85416E+01, 2.48626E-01, 2.92536E-01
2003-07-31,-57.500,-5.30833E+01, 2.61374E-01, 3.80565E-01
2003-07-31,-65.000,-4.51637E+01, 2.81469E-01, 5.69775E-01
2003-07-31,-75.000,-3.49183E+01, 3.09730E-01, 1.09070E+00
2003-07-31,-85.000,-2.48279E+01, 3.38154E-01, 2.25446E+00
2003-07-31,-95.000,-1.48017E+01, 3.62871E-01, 4.76532E+00
2003-07-31,-105.000,-4.79743E+00, 3.77969E-01, 8.83429E+00
2003-07-31,-115.000, 5.20257E+00, 3.80000E-01, 1.30612E+01
2003-07-31,-125.000, 1.52026E+01, 3.80000E-01, 1.51218E+01
2003-07-31,-135.000, 2.52026E+01, 3.80000E-01, 1.36090E+01
2003-07-31,-145.000, 3.52026E+01, 3.80000E-01, 9.41257E+00
2003-07-31,-155.000, 4.52026E+01, 3.80000E-01, 4.91124E+00
2003-07-31,-165.000, 5.52026E+01, 3.80000E-01, 1.87277E+00
2003-07-31,-175.000, 6.52026E+01, 3.80000E-01, 4.93328E-01
2003-07-31,-185.000, 7.52026E+01, 3.80000E-01, 8.03941E-02
2003-07-31,-195.000, 8.52026E+01, 3.80000E-01, 6.11965E-03
2003-08-31,-.500,-2.19780E+02, 1.75565E-01, 1.22741E-01
2003-08-31,-1.500,-2.18103E+02, 1.76149E-01, 1.23571E-01
2003-08-31,-2.500,-2.16970E+02, 1.76547E-01, 1.39385E-01
2003-08-31,-3.500,-2.16361E+02, 1.76762E-01, 1.54083E-01
2003-08-31,-4.500,-2.16256E+02, 1.76799E-01, 1.69509E-01
2003-08-31,-5.500,-2.16636E+02, 1.76664E-01, 1.85826E-01
2003-08-31,-6.500,-2.17481E+02, 1.76367E-01, 2.03040E-01
2003-08-31,-7.500,-2.18768E+02, 1.75917E-01, 2.21156E-01
2003-08-31,-8.500,-2.20470E+02, 1.75326E-01, 2.40184E-01
2003-08-31,-9.500,-2.22557E+02, 1.74612E-01, 2.60146E-01
2003-08-31,-12.500,-2.30131E+02, 1.72091E-01, 3.22926E-01
2003-08-31,-17.500,-2.45712E+02, 1.67249E-01, 4.49771E-01
2003-08-31,-22.500,-2.48985E+02, 1.66285E-01, 5.24993E-01
2003-08-31,-27.500,-2.29946E+02, 1.72152E-01, 5.60775E-01
2003-08-31,-32.500,-1.88901E+02, 1.12845E-01, 6.11062E-01
2003-08-31,-37.500,-1.50160E+02, 1.33570E-01, 6.47364E-01
2003-08-31,-42.500,-1.26815E+02, 1.51050E-01, 7.04511E-01
2003-08-31,-47.500,-1.10826E+02, 1.66298E-01, 7.94266E-01
2003-08-31,-52.500,-9.88553E+01, 1.80055E-01, 9.28934E-01
2003-08-31,-57.500,-8.92520E+01, 1.92903E-01, 1.11754E+00
2003-08-31,-65.000,-7.74400E+01, 2.11397E-01, 1.49011E+00
2003-08-31,-75.000,-6.44481E+01, 2.35869E-01, 2.31496E+00
2003-08-31,-85.000,-5.29882E+01, 2.61604E-01, 3.70674E+00
2003-08-31,-95.000,-4.23134E+01, 2.89120E-01, 5.99640E+00
2003-08-31,-105.000,-3.20316E+01, 3.17939E-01, 9.37680E+00
2003-08-31,-115.000,-2.19324E+01, 3.45894E-01, 1.31286E+01
2003-08-31,-125.000,-1.19070E+01, 3.68512E-01, 1.51204E+01
2003-08-31,-135.000,-1.90464E+00, 3.79663E-01, 1.36090E+01
2003-08-31,-145.000, 8.09536E+00, 3.80000E-01, 9.41257E+00
2003-08-31,-155.000, 1.80954E+01, 3.80000E-01, 4.91124E+00
2003-08-31,-165.000, 2.80954E+01, 3.80000E-01, 1.87277E+00
2003-08-31,-175.000, 3.80954E+01, 3.80000E-01, 4.93328E-01
2003-08-31,-185.000, 4.80954E+01, 3.80000E-01, 8.03941E-02
2003-08-31,-195.000, 5.80954E+01, 3.80000E-01, 6.11965E-03
2003-09-30,-.500,-1.43377E+02, 2.10522E-01, 1.12371E-01
2003-09-30,-1.500,-1.40013E+02, 2.12600E-01, 1.00334E-01
2003-09-30,-2.500,-1.37020E+02, 2.14502E-01, 9.84311E-02
2003-09-30,-3.500,-1.34353E+02, 2.16241E-01, 1.03588E-01
2003-09-30,-4.500,-1.31973E+02, 2.17830E-01, 1.12758E-01
2003-09-30,-5.500,-1.29848E+02, 2.19278E-01, 1.23785E-01
2003-09-30,-6.500,-1.27951E+02, 2.20597E-01, 1.35790E-01
2003-09-30,-7.500,-1.26258E+02, 2.21794E-01, 1.48657E-01
2003-09-30,-8.500,-1.24749E+02, 2.22878E-01, 1.62457E-01
2003-09-30,-9.500,-1.23404E+02, 2.23857E-01, 1.77319E-01
2003-09-30,-12.500,-1.19825E+02, 2.26527E-01, 2.24606E-01
2003-09-30,-17.500,-1.16546E+02, 2.29060E-01, 3.47986E-01
2003-09-30,-22.500,-1.14639E+02, 2.30572E-01, 5.04705E-01
2003-09-30,-27.500,-1.13102E+02, 2.31813E-01, 6.60776E-01
2003-09-30,-32.500,-1.11299E+02, 1.65799E-01, 7.89809E-01
2003-09-30,-37.500,-1.08564E+02, 1.68727E-01, 8.93099E-01
2003-09-30,-42.500,-1.04766E+02, 1.72978E-01, 9.93989E-01
2003-09-30,-47.500,-1.00195E+02, 1.78399E-01, 1.13126E+00
2003-09-30,-52.500,-9.51792E+01, 1.84764E-01, 1.32998E+00
2003-09-30,-57.500,-8.99583E+01, 1.91896E-01, 1.59596E+00
